
Topic: 0
1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,
"campaign [0.00615177065793404]","institute [0.00555345738391457]","institute [0.00607832925232057]","report [0.00558358382706326]","mccollam [0.00626042741941312]","detroit [0.00557582171611208]","applications [0.0053315088064817]","artists [0.00540538348817101]","agency [0.00611613235976029]","artists [0.00538821356853972]","annual [0.00604190728360601]","income [0.00576554815639503]",
"total [0.0060251521734503]","companies [0.00548816789140008]","wax [0.00605156255822957]","motel [0.00550515010317481]","management [0.00621664226065188]","nonprofit [0.00557194657068057]","business [0.0052660566885314]","study [0.00539462611747459]","income [0.00600307689273991]","trustees [0.00537656403757663]","corporations [0.00603562737985075]","awards [0.00573167443823301]",
"art [0.00591354525798473]","minority [0.00548320703177099]","local [0.00602146411035864]","research [0.00549731662519327]","task [0.00620698437265018]","cuts [0.00547974599305244]","plan [0.0050217514452657]","annual [0.00537505944300958]","members [0.00579261733729045]","established [0.00528921090583313]","attendance [0.00602097835085745]","campaign [0.00567985038803688]",
"members [0.00583110279127382]","westchester [0.00541220129291132]","task [0.00592234922664841]","agencies [0.00545190820703729]","force [0.00617265123921699]","institution [0.00546870834952073]","economic [0.00501733548734361]","business [0.00536064771088662]","amount [0.00571267586925219]","dollars [0.00528742857732601]","raise [0.00591149722145007]","wallace [0.00567976897590703]",
"received [0.00561583103502084]","association [0.00540928902577301]","individual [0.00590850450437936]","applications [0.00543273551767785]","total [0.00612916581805322]","increased [0.00537605724249703]","association [0.00500956368376117]","increased [0.00534311249142493]","receive [0.00567116684631871]","wolfensohn [0.00527710300221001]","foundations [0.0058988738320312]","growth [0.00566961727381132]",
"directors [0.00556795089253163]","services [0.00538279796023637]","opera [0.00582099763327996]","candidates [0.0054186115050202]","administrative [0.0061090058442682]","orchestra [0.00531424614474339]","projects [0.00495325725812081]","orchestra [0.005203669826527]","increased [0.00562083969211427]","30 [0.00523041590840662]","fiscal [0.00586792014131741]","institution [0.00562764612378282]",
"agencies [0.00554247260544964]","state [0.00537244938594862]","awarded [0.00573011936114159]","increased [0.00541164038537206]","national [0.00609781715732619]","challenge [0.00528248555756351]","convention [0.00491977956179845]","goals [0.00518174368171152]","established [0.0055201367855216]","committee [0.00522430768698252]","categories [0.00582409591004802]","educational [0.00551526174519411]",
"projects [0.00552989015783139]","receive [0.0053679317409147]","quality [0.00566498907111201]","projects [0.00537633002056626]","we [0.0060099934090506]","budgets [0.00527177141344414]","orchestra [0.00491897771177089]","needs [0.00517127744183187]","salaries [0.00545973543824004]","capital [0.00516712746866342]","resources [0.00580146345608932]","university [0.00544685992767652]",
"research [0.00549149151946848]","wortham [0.00534867867550285]","administration [0.0056574928456758]","institute [0.0053390304685352]","study [0.0059787192219612]","named [0.00525139987421156]","administration [0.0049133215161142]","dance [0.00515324923795791]","awards [0.00536094798192363]","applications [0.00510002246090842]","officials [0.00571075173637286]","economic [0.00543991073411262]",
"operating [0.00548480322255053]","established [0.00528484267475254]","dollar [0.00561038920758814]","services [0.00502074239783735]","budgets [0.00584835512933766]","federal [0.00521493612139828]","problems [0.0048993534499895]","donations [0.00510135000415337]","cachh [0.00535277392891134]","mfa [0.0049849390416044]","harris [0.00568788716469228]","smaller [0.00541202283227107]",
"university [0.00547495544090817]","local [0.00517785973991555]","services [0.00547858181490044]","attendance [0.00487848260227445]","individual [0.00578875605946541]","help [0.00516991428906595]","schools [0.00487112664765134]","performing [0.005063323757953]","artistic [0.00526193466516583]","agency [0.00494039081852323]","nonprofit [0.00555298535084156]","theater [0.00535693040878951]",
"foundations [0.00527314889765346]","budgets [0.00516798580582598]","profit [0.00545967900809557]","commission [0.0048733810890322]","challenge [0.00575698420021244]","awards [0.00515089281975183]","receive [0.00486855983082651]","educational [0.00492466726279339]","philip [0.00517707523488107]","preservation [0.00492336012178925]","neh [0.00554123103084998]","resources [0.00535251708944949]",
"individual [0.00508173766570573]","majors [0.00516134285965791]","officials [0.00526523041494611]","culture [0.00485825346779557]","amount [0.00561908156372264]","grover [0.00514033870618236]","task [0.00484840373537567]","resources [0.004907225334672]","county [0.00515365399863307]","communities [0.0048934491507507]","artistic [0.00541603991463302]","public [0.00535064567287076]",
"smaller [0.00507038162971552]","schools [0.00512080591379072]","operating [0.00514155832816622]","science [0.00481442275335677]","donations [0.00556744836372886]","recommendations [0.00511990065787145]","sector [0.0048352959171572]","giving [0.00479852373552272]","donations [0.00514573751347515]","investment [0.0048087332770139]","income [0.00534301494895211]","established [0.00519152322055779]",
"tax [0.00504919318546097]","hodsoll [0.00509609371921791]","agencies [0.00511135453793013]","activities [0.00470963124839549]","annual [0.00555234775548608]","county [0.00492488061486523]","donations [0.00477753744718715]","public [0.00478673757228653]","awarded [0.00510698205710718]","recipients [0.00474486322523593]","development [0.00527032755626521]","marketing [0.00516623736495808]",
"needs [0.00499878457379004]","provide [0.00508985021502816]","university [0.00510256939278636]","regional [0.00460477477639759]","private [0.00548707728622975]","smaller [0.00491528668497318]","opera [0.00471925138441794]","expenses [0.00476422239622354]","summit [0.00499309959475181]","contributions [0.00472310552885478]","sources [0.00519864870595929]","operating [0.00508773406986666]",
"raised [0.00499582139518623]","department [0.00508485713525338]","projects [0.00510081670714162]","profit [0.00452187015542791]","piacentini [0.00545291343801054]","services [0.00487686462755771]","wolf [0.00462790874930167]","federation [0.00475068933312452]","cuts [0.00491276623324295]","economic [0.00472098050177327]","institute [0.00516144793634666]","harris [0.0049882390629977]",
"individuals [0.00494724836837435]","panels [0.00502447940521018]","cooley [0.00508582299141481]","baltimore [0.00450769850246609]","philharmonic [0.0054489263158316]","dia [0.00484857688815083]","costs [0.00460326323152445]","contributions [0.00469145785420759]","companies [0.00486827712188456]","guggenheim [0.00469857694989734]","operating [0.0050643944716477]","increased [0.00498167113304934]",
"hotel [0.0048578315067111]","financing [0.0050161238156494]","formula [0.00503502283097363]","theater [0.00446098788486365]","policy [0.00535718321280434]","consultants [0.0047961510111147]","university [0.00457261830258687]","institute [0.00466748401930255]","curriculum [0.0047754336054171]","raise [0.00463611661352084]","administrative [0.00506122261784502]","donations [0.00497255220318149]",
"operations [0.00483619126486062]","applications [0.00499586895465308]","educational [0.00488811194898621]","challenge [0.00445292082878519]","dunning [0.00532446093241111]","policy [0.00474142065212059]","westchester [0.00455441999021738]","total [0.00465146137765229]","federal [0.00467967372860141]","study [0.00459486266566583]","facilities [0.00492523559606178]","recipients [0.00486983803148681]",

Topic: 1
1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,
"music [0.173484324808618]","music [0.131369156533357]","music [0.15982427578567]","music [0.139835309200185]","music [0.186343015304474]","music [0.0979846364856865]","music [0.13010480790503]","music [0.186557956779778]","music [0.190670754627252]","music [0.134302077292396]","music [0.150118665515551]","music [0.206352770583864]",
"jazz [0.0824406140008852]","jazz [0.0784461727539645]","black [0.0760484574115733]","jazz [0.0902626483377834]","jazz [0.072287607287977]","jazz [0.0746255175195094]","musicians [0.0380831673661954]","jazz [0.0524263075407426]","jazz [0.0770302723063171]","jazz [0.0553147692418038]","jazz [0.0884613702373519]","jazz [0.080077510705634]",
"orchestra [0.0239987781494073]","musicians [0.0334576444284482]","jazz [0.0695413914387382]","black [0.0684882702740129]","band [0.0403923030713186]","concert [0.029495422311302]","jazz [0.0323725360130656]","blues [0.0430574356566731]","orchestra [0.0519416258937048]","black [0.0355938283486425]","orchestra [0.0511829119857236]","black [0.0429982067468566]",
"song [0.0232535757611163]","black [0.0316853434634463]","gospel [0.0329903238900133]","musicians [0.0506235316345544]","album [0.0325536350233405]","band [0.0286369163736772]","band [0.0319352377753774]","black [0.0344818528387499]","black [0.0334056995070043]","album [0.0272346550017938]","musicians [0.0323340076805335]","classical [0.0383155821635056]",
"musicians [0.0230936467748006]","band [0.0308775424543448]","ayala [0.0306320501223631]","blues [0.0364671536061171]","black [0.0306194952111542]","black [0.0260985128927964]","blues [0.0242106536815453]","musicians [0.0324073449606608]","musicians [0.0283350694325163]","song [0.0220077820342549]","concert [0.0224587247075963]","blues [0.0352977990227273]",
"songs [0.0225294375168337]","cornish [0.023327367412154]","concert [0.0292651327657623]","mingus [0.0350419943197838]","musicians [0.0245922545414429]","taylor [0.0235177022707471]","pbs [0.0227829378750634]","internet [0.0269298959534708]","african [0.0207190681011255]","band [0.0217428286323044]","recording [0.0215498772873298]","musicians [0.0325810780735988]",
"band [0.0214975205168779]","orchestra [0.019238700060715]","musicians [0.0265344670672571]","copeland [0.034889307589768]","concert [0.0202329907397938]","tongues [0.0219706486825813]","riggs [0.0217483765344737]","musical [0.0255726261275843]","band [0.0201654198442618]","cigar [0.0208626714290007]","classical [0.0205923538459596]","band [0.0279783032921049]",
"rostropovich [0.0211331447391219]","radio [0.017455161087414]","orchestra [0.0253375724779412]","orchestra [0.032710535003703]","piano [0.0202190527057428]","musicians [0.0207551145401448]","album [0.0208661617699133]","classical [0.0234139336992556]","composers [0.0201494300723511]","broadcasting [0.0207921846098413]","band [0.0204733236175341]","radio [0.0275135157043065]",
"concert [0.0197337722770852]","gershwin [0.017436333795638]","band [0.0219235474096955]","band [0.0198064591801823]","rock [0.0201720888171228]","film [0.0204757029576694]","television [0.0183008164613237]","quartet [0.0182248157558639]","classical [0.0199376601126162]","stations [0.0199751557767155]","blues [0.0195797672120387]","orchestra [0.023447011144176]",
"video [0.0191729442767591]","musical [0.0157966194683625]","composers [0.0196442197189689]","concert [0.0194526947321435]","songs [0.0188908722536168]","untied [0.0189922628291377]","black [0.0181079139672873]","orchestra [0.018135634883035]","american [0.0186806387087684]","pbs [0.0190690406826916]","song [0.018763741403153]","concert [0.0220060172226749]",
"blues [0.0189376162373244]","ellington [0.0156228546201927]","wuorinen [0.0176053520507801]","cephas [0.0189656689447692]","burnett [0.0163460055218882]","riggs [0.0175188622983922]","folk [0.017300835337627]","band [0.0180149917709608]","concert [0.0180470282113622]","blues [0.0175238236996796]","orchestras [0.0182136846094392]","khan [0.0207364670673301]",
"composers [0.0188370222088087]","concert [0.0148857042498038]","blues [0.0162741702682583]","composer [0.0179593755152692]","tv [0.0161578079866522]","blues [0.0172212797363939]","rock [0.0172922419377019]","juilliard [0.0145375336629239]","renegade [0.0177898226467858]","cigars [0.0167144561014826]","armstrong [0.0172856112967362]","audience [0.0181335880497184]",
"radio [0.0161970243591339]","american [0.0144719944918844]","piano [0.016023896439083]","folk [0.0177494627442742]","recording [0.0159673650677584]","ono [0.0170302566951717]","concert [0.0169353571117187]","african [0.0133148496976142]","nso [0.0172516670558824]","vocal [0.0165862654297055]","songs [0.0169932469380901]","symphony [0.0168455946189987]",
"composer [0.0154487771001574]","rock [0.0136837345755343]","songs [0.0158473668051852]","album [0.0156541096535718]","pbs [0.0155706273713192]","american [0.0161332716169705]","quilts [0.0165556560174625]","guitar [0.0128329503190711]","played [0.0154432716255196]","musicians [0.0160255842206603]","african [0.0165788054838287]","play [0.0158471797969564]",
"piano [0.0146843719872596]","composers [0.0120121886094552]","lomax [0.0154193017001313]","african [0.0156453941178184]","bernstein [0.0154607189142451]","pbs [0.0155362359731176]","orchestras [0.0158815934208797]","yings [0.0119886629031671]","station [0.0151530449586997]","radio [0.0152629015744535]","musical [0.0163779587863216]","american [0.0155147438054994]",
"black [0.0146512728277788]","singer [0.0117106429782146]","watson [0.0148224982868879]","playing [0.0156228438119703]","blues [0.0139955417543188]","singer [0.0151521527172928]","american [0.0153545640084279]","rock [0.0118051300310662]","hilbert [0.0140584406582118]","internet [0.0147263931454606]","black [0.0163282499680723]","musician [0.0150480272064825]",
"orchestras [0.0139371220806521]","borden [0.011642738015213]","concerts [0.0144684941373252]","singer [0.0154104158981756]","sound [0.0125411018680313]","stations [0.0149713102898776]","broadcasting [0.0144885605700791]","songs [0.0117349440767818]","musical [0.0137783194579339]","television [0.0146186980716003]","symphony [0.0140727084671207]","orchestras [0.0144679002700211]",
"american [0.0136149825838526]","springsteen [0.0112678416511166]","singer [0.0144312285348661]","ellington [0.0148780863316685]","radio [0.0123252810671192]","folk [0.0146899274488603]","songs [0.0140199538172283]","play [0.0114041600560811]","gimble [0.0135326900520112]","musical [0.014468734696889]","radio [0.0137884070255864]","concerts [0.0139697702807487]",
